QUEST_JOBSTEP_20150317_000001	Bokor. Kamu memilih jalan yang sulit. {nl}Ikuti instruksi pada Adventure Journal dan buat doll milikmu sendiri.
QUEST_JOBSTEP_20150317_000002	Kamu hanya bisa mendapatkannya dari dirimu sendiri. {nl}Periksa Adventure Journal untuk tahu cara membuat doll. 
QUEST_JOBSTEP_20150317_000003	Selamat, seorang Bokor baru telah terlahir. {nl}Saat pertama kali aku terpilih menjadi Bokor, Aku memulainya dengan membuat doll milikku sendiri. 
QUEST_JOBSTEP_20150317_000004	Peltasta Master
QUEST_JOBSTEP_20150317_000005	Jika kamu ingin menerima ajaranku maka kamu harus membuktikan bahwa dirimu pantas.{nl}Ini Tantangannya: Kalahkan beberapa Vubbe di 1st Floor of the Crystal Mine.
QUEST_JOBSTEP_20150317_000006	Bagaimana kamu bisa menjadi Peltasta jika tidak mampu melakukan hal itu? 
QUEST_JOBSTEP_20150317_000007	Bagus. {nl}Semoga perkembangan kamu yang baru ini dapat membawamu untuk menyelamatkan dunia. 
QUEST_JOBSTEP_20150317_000008	Highlander Master
QUEST_JOBSTEP_20150317_000009	Aku sangat bersyukur kamu ingin menjadi penerus dari keahlian pedangku, tapi sepertinya kamu belum mampu belajar dariku.{nl}Aku ingin mengujimu dengan mengalahkan Vubbe yang berada di 1st floor of the Crystal Mine.
QUEST_JOBSTEP_20150317_000010	Cepatlah. {nl} Itu hanya tantangan yang simpel, tapi Vubbe memang ancaman bagi Miner's Village.
QUEST_JOBSTEP_20150317_000011	Boleh juga, Aku akan mengijinkanmu belajar menjadi Highlander. {Nl} Teruskanlah kerja keras dan dedikasimu.
QUEST_JOBSTEP_20150317_000012	Pyromancer Master
QUEST_JOBSTEP_20150317_000013	Sepertinya kamu ingin belajar magic dariku tapi aku tidak bisa mengajarkan begitu saja. {nl}Aku ingin lihat seberapa baik kamu dapat membantuku dalam penelitian setelah itu akan kuputuskan. 
QUEST_JOBSTEP_20150317_000014	Kerja yang bagus. Terima kasih untukmu sekarang aku dapat melanjutkan penelitianku. {nl}Aku akan mengajarimu Pyromancer magic seperti yang aku janjikan. 
QUEST_JOBSTEP_20150317_000015	Baiklah, kamu sudah disini. Aku membutuhkan bantuanmu untuk mengalahkan evil spirit yang akan aku summon. {nl}Aku akan merekam gelombang unik yang terpancar saat proses berlangsung. 
QUEST_JOBSTEP_20150317_000016	Aku sedang meneliti 4th tingkat dari kebendaan. {nl}Sangat tidak mungkin jika tanpa bantuan Bokor Master yang bisa berurusan dengan spirit. 
QUEST_JOBSTEP_20150317_000017	Ya, itu sangat hebat. {nl}Beritahu Pyromancer Master bahwa kita sudah memiliki semua bahan yang dibutuhkan. 
