UI_20150317_000001	{@st41b}각 클래스 마스터들에게서{nl}특성을 배울 수 있습니다.{/}
UI_20150317_000002	{@st43}특성 목록{/}
UI_20150317_000003	{@st59}특성리스트를 닫습니다{/}
UI_20150317_000004	{@st43}특성 배우기{/}
UI_20150317_000005	{@st59}특성창을 닫습니다{/}
UI_20150317_000006	{@st41b}소지금{/}
UI_20150317_000007	나의 업적
UI_20150317_000008	서버 랭킹
UI_20150317_000009	{@st59}돌발이벤트가 있습니다{/}
UI_20150317_000010	{@st59}도움말이 있습니다{/}
UI_20150317_000011	{@st41}어떤 종류의 화살을 제작하겠습니까?{/}
UI_20150317_000012	{@st41b}한번만{/}
UI_20150317_000013	{@st41b}모두{/}
UI_20150317_000014	{@st41b}중단{/}
UI_20150317_000015	{@st43}모험일지{/}
UI_20150317_000016	{@st43}경매장{/}
UI_20150317_000017	{@st59}경매장을 닫습니다{/}
UI_20150317_000018	{@st41b}낙찰물품 : %s개,  유찰물품 : %s개{/}
UI_20150317_000019	{@st43}{s22}아이템 경매{/}
UI_20150317_000020	{@st59}퀘스트 정보를 닫습니다{/}
UI_20150317_000021	아베일레스트
UI_20150317_000022	{@st41b}남은 시간
UI_20150317_000023	3시간 16분
UI_20150317_000024	{@st41b}시작가
UI_20150317_000025	{@st41b}입찰수
UI_20150317_000026	{@st41b}현재가
UI_20150317_000027	{@st41b}입찰금
UI_20150317_000028	{@st41b}최소 {@st57}%s {@st41b}실버부터 입찰가능{/}
UI_20150317_000029	{@st41b}입찰{/}
UI_20150317_000030	{@st43b}바로 구매!{nl}{img icon_item_silver 20 20}{@st57}%s{/}
UI_20150317_000031	{@st44}권한설정{/}
UI_20150317_000032	{@st45}이름:%s{/}
UI_20150317_000033	{@st45}파티 창고{/}
UI_20150317_000034	{@st49}없음
UI_20150317_000035	{@st49}넣기
UI_20150317_000036	{@st49}가져오기
UI_20150317_000037	{@st45}설문{/}
UI_20150317_000038	{@st49}작성
UI_20150317_000039	{@st49}삭제
UI_20150317_000040	{@st44}저장{/}
UI_20150317_000041	{@st44}취소{/}
UI_20150317_000042	{@st43}{s22}미용실{/}
UI_20150317_000043	{@st59}이전 머리{/}
UI_20150317_000044	{@st59}다음 머리{/}
UI_20150317_000045	{@st41b}변경{s18}(NXP 100 필요){/}
