UI_20150317_000001	{@st41b}Learn Attributes{nl}from respective masters of each class.{/}	{@st41b}각 클래스 마스터들에게서{nl}특성을 배울 수 있습니다.{/}				
UI_20150317_000002	{@st43}Attribute List {/}	{@st43}특성 목록{/}				
UI_20150317_000003	{@st59}Close{/}	{@st59}특성리스트를 닫습니다{/}				
UI_20150317_000004	{@st43}Learn Attributes{/}	{@st43}특성 배우기{/}				
UI_20150317_000005	{@st59}Close{/}	{@st59}특성창을 닫습니다{/}				
UI_20150317_000006	{@st41b}Silver{/}	{@st41b}소지금{/}				
UI_20150317_000007	My Achievements	나의 업적				
UI_20150317_000008	Server Ranking	서버 랭킹				
UI_20150317_000009	{@st59}An unexpected event is available.{/}	{@st59}돌발이벤트가 있습니다{/}				
UI_20150317_000010	{@st59}There is a new Help message{/}	{@st59}도움말이 있습니다{/}				
UI_20150317_000011	{@st41}Are you sure you want to craft this type of arrow?{/}	{@st41}어떤 종류의 화살을 제작하겠습니까?{/}				
UI_20150317_000012	{@st41b}Once{/}	{@st41b}한번만{/}				
UI_20150317_000013	{@st41b}All{/}	{@st41b}모두{/}				
UI_20150317_000014	{@st41b}Pause{/}	{@st41b}중단{/}				
UI_20150317_000015	{@st43}Adventure Journal{/}	{@st43}모험일지{/}				
UI_20150317_000016	{@st43}Auction House{/}	{@st43}경매장{/}				
UI_20150317_000017	{@st59}Close{/}	{@st59}경매장을 닫습니다{/}				
UI_20150317_000018	{@st41b}Items Sold : ×%s, Items Unsold : ×%s{/}	{@st41b}낙찰물품 : %s개,  유찰물품 : %s개{/}				
UI_20150317_000019	{@st43}{s22}Item Auction{/}	{@st43}{s22}아이템 경매{/}				
UI_20150317_000020	{@st59}Close{/}	{@st59}퀘스트 정보를 닫습니다{/}				
UI_20150317_000021	Availest	아베일레스트				
UI_20150317_000022	{@st41b}Remaining Time	{@st41b}남은 시간				
UI_20150317_000023	3 hours 16 minutes	3시간 16분				
UI_20150317_000024	{@st41b}Starting Price	{@st41b}시작가				
UI_20150317_000025	{@st41b}Bids	{@st41b}입찰수				
UI_20150317_000026	{@st41b}Current Price	{@st41b}현재가				
UI_20150317_000027	{@st41b}Bidding Price	{@st41b}입찰금				
UI_20150317_000028	{@st41b}Minimum Bid Price from {@st57}%s{@st41b}silver{/}	{@st41b}최소 {@st57}%s {@st41b}실버부터 입찰가능{/}				
UI_20150317_000029	{@st41b}Bid{/}	{@st41b}입찰{/}				
UI_20150317_000030	{@st43b}Buy Now!{nl}{img icon_item_silver 20 20}{@st57}%s{/}	{@st43b}바로 구매!{nl}{img icon_item_silver 20 20}{@st57}%s{/}				
UI_20150317_000031	{@st44}Permission Settings{/}	{@st44}권한설정{/}				
UI_20150317_000032	{@st45}Name: %s{/}	{@st45}이름:%s{/}				
UI_20150317_000033	{@st45}Party Storage{/}	{@st45}파티 창고{/}				
UI_20150317_000034	{@st49}None	{@st49}없음				
UI_20150317_000035	{@st49}Store	{@st49}넣기				
UI_20150317_000036	{@st49}Retrieve	{@st49}가져오기				
UI_20150317_000037	{@st45}Survey{/}	{@st45}설문{/}				
UI_20150317_000038	{@st49}Create	{@st49}작성				
UI_20150317_000039	{@st49}Delete	{@st49}삭제				
UI_20150317_000040	{@st44}Save{/}	{@st44}저장{/}				
UI_20150317_000041	{@st44}Cancel{/}	{@st44}취소{/}				
UI_20150317_000042	{@st43}{s22}Hairstyle Shop{/}	{@st43}{s22}미용실{/}				
UI_20150317_000043	{@st59}Previous Hairstyle{/}	{@st59}이전 머리{/}				
UI_20150317_000044	{@st59}Next Hairstyle{/}	{@st59}다음 머리{/}				
UI_20150317_000045	{@st41b} Change {s18} (100 TPs required) {/}	{@st41b}변경{s18}(NXP 100 필요){/}				
UI_20150317_000046	{@st59}Change to selected hairstyle.{/}	{@st59}선택한 헤어로 변경합니다.{/}				
UI_20150317_000047	{@st41}Cancel	{@st41}해약				
UI_20150317_000048	{@st43}Black Market{/}	{@st43}블랙 마켓{/}				
UI_20150317_000049	Book Name	책이름				
UI_20150317_000050	{@St59}Stop Reading{/}	{@st59}독서를 그만둡니다{/}				
UI_20150317_000051	{@st59}Previous Page{/}	{@st59}이전 페이지{/}				
UI_20150317_000052	{@st59}Next Page{/}	{@st59}다음페이지{/}				
UI_20150317_000053	{@st47}%s appeared!	{@st47}%s 등장!!				
UI_20150317_000054	{@st43}Score{/}	{@st43}스코어{/}				
UI_20150317_000055	Damage Received	받은 데미지				
UI_20150317_000056	Technique Bonus	테크닉 보너스				
UI_20150317_000057	Evasion Bonus	회피 보너스				
UI_20150317_000058	Clear Time	클리어 시간				
UI_20150317_000059	Total Score	총 점수				
UI_20150317_000060	{@st42}Elapsed Time	{@st42}경과 시간				
UI_20150317_000061	10 minutes	10분				
UI_20150317_000062	10 seconds	10초				
UI_20150317_000063	{@st44}Complete	{@st44}마감하기				
UI_20150317_000064	{@st59}Close{/}	{@st59}자판기를 닫습니다{/}				
UI_20150317_000065	{@st43}Buff Vending Machine	{@st43}버프 자판기				
UI_20150317_000066	Vending Machine Name	자판기 이름				
UI_20150317_000067	{@st43}Register	{@st43}등록				
UI_20150317_000068	{@st43}Cancel	{@st43}취소				
UI_20150317_000069	Buff Vending Machine	버프 자판기				
UI_20150317_000070	{@st59}Close	{@st59}버프 자판기를 닫습니다.				
UI_20150317_000071	{@st59}Buff Vending Machine{nl} - You can pay silver to receive buffs from another player.	{@st59}버프 자판기{nl} - 실버를 지불해 해당 플레이어에게 버프 기술을 시전받을 수 있습니다.				
UI_20150317_000072	Carriage Menu	마차메뉴				
UI_20150317_000073	{ol}{s22}Disembark{/}	{ol}{s22}내리기{/}				
UI_20150317_000074	Casting	캐스팅				
UI_20150317_000075	{@st43}Game Settings{/}	{@st43}게임설정{/}				
UI_20150317_000076	{@st64}Use the arrow keys to select a cell!	{@st64}방향키를 입력해 셀을 선택하세요!				
UI_20150317_000077	{@st43}Advancement Information {/}	{@st43}전직 정보{/}				
UI_20150317_000078	{@st43}Select Class	{@st43}클래스 선택				
UI_20150317_000079	Psychokinesist	사이코키네스스트				
UI_20150317_000080	{@st42}%s Circle {/}	{@st42}%s 서클{/}				
UI_20150317_000081	How many circles	몇 서클				
UI_20150317_000082	Displays a brief description of the class.	클래스에 대한 간단한 설명을 이곳에 표시합니다.				
UI_20150317_000083	{@st41b}Attack {@sti7}%s{/}	{@st41b}공격력 {@sti7}%s{/}				
UI_20150317_000084	{@st41b}Support {@sti7}%s{/}	{@st41b}보조    {@sti7}%s{/}				
UI_20150317_000085	{@st41b}Difficulty{@sti7}%s{/}	{@st41b}난이도 {@sti7}%s{/}				
UI_20150317_000086	{@st59}Close{/}	{@st59}클래스 정보 창을 닫습니다{/}				
UI_20150317_000087	Advancement Alarm	전직 가능 알람				
UI_20150317_000088	{@st43} Advancement	{@st43}클래스 전직				
UI_20150317_000089	{@sti7}{s14} Character {/}	{@sti7}{s14}캐릭터{/}				
UI_20150317_000090	{@sti8}{s14} Class {/}	{@sti8}{s14}클래스{/}				
UI_20150317_000091	{@st44}Chat{/}	{@st44}채팅{/}				
UI_20150317_000092	To. WWWWWWWW and 1 other	To. WWWWWWWW 외 1				
UI_20150317_000093	General: /s chat {nl} Shout: /y chat {nl} Party: /p chat{nl} Whisper: /w character's username chat	일반 : /s 내용{nl}외침 : /y 내용{nl}파티 : /p 내용{nl}귓속말 : /w 캐릭명 내용				
UI_20150317_000094	{@st41}All Chat{/}	{@st41}일반 대화{/}				
UI_20150317_000095	{@59}Quit{/}	{@59}종료하기{/}				
UI_20150317_000096	{@59}Invite{/}	{@59}초대하기{/}				
UI_20150317_000097	{@st59}All{/}	{@st59}전체{/}				
UI_20150317_000098	{@st59}Normal (/s chat){/}	{@st59}일반  (/s 할말){/}				
UI_20150317_000099	{@st59}Shout (/y chat){/}	{@st59}외침  (/y 할말){/}				
UI_20150317_000100	{@st59}Party (/p chat){/}	{@st59}파티  (/p 할말){/}				
UI_20150317_000101	{@st59}Whisper (/w team name chat){/}	{@st59}귓속말   (/w 팀이름 할말){/}				
UI_20150317_000102	{@st59}Adjust Chat Window{/}	{@st59}채팅창 크기 조절{/}				
UI_20150317_000103	{@st43}{s22}Chat Macro{/}	{@st43}{s22}채팅 매크로{/}				
UI_20150317_000104	{@st43}Macro{/}	{@st43}매크로{/}				
UI_20150317_000105	{@st59b}Macro {nl} {@st59s} - How to use: {nl} 1. Drag a gesture icon to any gesture slots at the bottom. {nl} 2. Write your phrase and save. {nl} 3. Use the shortcut key to simultaneously use the phrase and make the gesture. {/}	{@st59b}매크로{nl}{@st59s} - 사용 방법 : {nl} 1. 상단의 제스쳐 아이콘을 하단의 제스쳐 슬롯에 등록{nl} 2. 대화문구 작성 후 저장{nl} 3. 해당 단축키를 사용해서 대사와 동시에 제스쳐 동작{/}				
UI_20150317_000106	{@st59}Close{/}	{@st59}매크로를 닫습니다{/}				
UI_20150317_000107	{@st41b}Save{/}	{@st41b}저장{/}				
UI_20150317_000108	{@st59}Save{/}	{@st59}등록한 내용을 저장합니다{/}				
UI_20150317_000109	{@st41b}Cancel{/}	{@st41b}취소{/}				
UI_20150317_000110	{@st59}Cancel{/}	{@st59}등록한 내용을 취소합니다{/}				
UI_20150317_000111	{@st42}Chat Settings	{@st42}채팅 설정				
UI_20150317_000112	{@st42}Transparency	{@st42}투명도				
UI_20150317_000113	Show Chat Balloon	말풍선 표시				
UI_20150317_000114	Show Shouts on Top	화면 상단에 외치기 내용 표시				
UI_20150317_000115	{@st43}Cheat List{/}	{@st43}치트리스트{/}				
UI_20150317_000116	{@st42b}Item{/}	{@st42b}  아이템  {/}				
UI_20150317_000117	{@st42b}Monster{/}	{@st42b}  몬스터  {/}				
UI_20150317_000118	{@st42b}Move map{/}	{@st42b}  맵이동  {/}				
UI_20150317_000119	{@st42b}Combat Order{/}	{@st42b}  전투명령  {/}				
UI_20150317_000120	{@st41b}Close{/}	{@st41b}닫기{/}				
UI_20150317_000121	{s16}{b}Create items by clicking on the Create button or double-click.	{s16}{b}더블클릭 또는 생성 버튼으로 아이템을 생성할 수 있습니다.				
UI_20150317_000122	{s16}{b}ea	{s16}{b}개				
UI_20150317_000123	{s16}{b}Lv.	{s16}{b}레벨				
UI_20150317_000124	{@st41b}Search{/}	{@st41b}검색{/}				
UI_20150317_000125	{s16}{b}Summon monsters by clicking on the Create button or double-click.	{s16}{b}더블클릭 또는 생성버튼으로 몬스터를 소환할 수 있습니다.				
UI_20150317_000126	{s16}{b}ea	{s16}{b}마리				
UI_20150317_000127	{s16}{b}Select a desired area.	{s16}{b}원하는 지역을 선택하세요				
UI_20150317_000128	{s18}{b}View Minimap{/}	{s18}{b}미니맵 보기{/}				
UI_20150317_000129	{@st41b}Tool List{/}	{@st41b}툴 리스트{/}				
